Hor-psn	Ver-psn	Intensity
0.0	0.0	N/A
0.4999632812499997	0.0	N/A
0.9999265624999994	0.0	N/A
1.4998898437499992	0.0	N/A
1.999853124999999	0.0	N/A
2.4998164062499986	0.0	N/A
2.9997796874999985	0.0	N/A
3.4997429687499984	0.0	N/A
3.999706249999998	0.0	N/A
4.499669531249998	0.0	N/A
0.0	0.5000148750000004	N/A
0.4999632812499997	0.5000148750000004	N/A
0.9999265624999994	0.5000148750000004	N/A
1.4998898437499992	0.5000148750000004	N/A
1.999853124999999	0.5000148750000004	N/A
2.4998164062499986	0.5000148750000004	N/A
2.9997796874999985	0.5000148750000004	N/A
3.4997429687499984	0.5000148750000004	N/A
3.999706249999998	0.5000148750000004	N/A
4.499669531249998	0.5000148750000004	N/A
0.0	1.0000297500000008	N/A
0.4999632812499997	1.0000297500000008	N/A
0.9999265624999994	1.0000297500000008	N/A
1.4998898437499992	1.0000297500000008	N/A
1.999853124999999	1.0000297500000008	N/A
2.4998164062499986	1.0000297500000008	N/A
2.9997796874999985	1.0000297500000008	N/A
3.4997429687499984	1.0000297500000008	N/A
3.999706249999998	1.0000297500000008	N/A
4.499669531249998	1.0000297500000008	N/A
0.0	1.5000446250000015	N/A
0.4999632812499997	1.5000446250000015	N/A
0.9999265624999994	1.5000446250000015	N/A
1.4998898437499992	1.5000446250000015	N/A
1.999853124999999	1.5000446250000015	N/A
2.4998164062499986	1.5000446250000015	N/A
2.9997796874999985	1.5000446250000015	N/A
3.4997429687499984	1.5000446250000015	N/A
3.999706249999998	1.5000446250000015	N/A
4.499669531249998	1.5000446250000015	N/A
0.0	2.0000595000000017	N/A
0.4999632812499997	2.0000595000000017	N/A
0.9999265624999994	2.0000595000000017	N/A
1.4998898437499992	2.0000595000000017	N/A
1.999853124999999	2.0000595000000017	N/A
2.4998164062499986	2.0000595000000017	N/A
2.9997796874999985	2.0000595000000017	N/A
3.4997429687499984	2.0000595000000017	N/A
3.999706249999998	2.0000595000000017	N/A
4.499669531249998	2.0000595000000017	N/A
0.0	2.5000743750000027	N/A
0.4999632812499997	2.5000743750000027	N/A
0.9999265624999994	2.5000743750000027	N/A
1.4998898437499992	2.5000743750000027	N/A
1.999853124999999	2.5000743750000027	N/A
2.4998164062499986	2.5000743750000027	N/A
2.9997796874999985	2.5000743750000027	N/A
3.4997429687499984	2.5000743750000027	N/A
3.999706249999998	2.5000743750000027	N/A
4.499669531249998	2.5000743750000027	N/A
0.0	3.000089250000003	N/A
0.4999632812499997	3.000089250000003	N/A
0.9999265624999994	3.000089250000003	N/A
1.4998898437499992	3.000089250000003	N/A
1.999853124999999	3.000089250000003	N/A
2.4998164062499986	3.000089250000003	N/A
2.9997796874999985	3.000089250000003	N/A
3.4997429687499984	3.000089250000003	N/A
3.999706249999998	3.000089250000003	N/A
4.499669531249998	3.000089250000003	N/A
0.0	3.5001041250000036	N/A
0.4999632812499997	3.5001041250000036	N/A
0.9999265624999994	3.5001041250000036	N/A
1.4998898437499992	3.5001041250000036	N/A
1.999853124999999	3.5001041250000036	N/A
2.4998164062499986	3.5001041250000036	N/A
2.9997796874999985	3.5001041250000036	N/A
3.4997429687499984	3.5001041250000036	N/A
3.999706249999998	3.5001041250000036	N/A
4.499669531249998	3.5001041250000036	N/A
0.0	4.000119000000003	N/A
0.4999632812499997	4.000119000000003	N/A
0.9999265624999994	4.000119000000003	N/A
1.4998898437499992	4.000119000000003	N/A
1.999853124999999	4.000119000000003	N/A
2.4998164062499986	4.000119000000003	N/A
2.9997796874999985	4.000119000000003	N/A
3.4997429687499984	4.000119000000003	N/A
3.999706249999998	4.000119000000003	N/A
4.499669531249998	4.000119000000003	N/A
0.0	4.500133875000005	N/A
0.4999632812499997	4.500133875000005	N/A
0.9999265624999994	4.500133875000005	N/A
1.4998898437499992	4.500133875000005	N/A
1.999853124999999	4.500133875000005	N/A
2.4998164062499986	4.500133875000005	N/A
2.9997796874999985	4.500133875000005	N/A
3.4997429687499984	4.500133875000005	N/A
3.999706249999998	4.500133875000005	N/A
4.499669531249998	4.500133875000005	N/A
