0.0000	64512	63488	62464	61440	60416	59392	58368	57344	56320	55296	54272	53248	52224	51200	50176	49152	48128	47104	46080	45056	44032	43008	41984	40960	39936	38912	37888	36864	35840	34816	33792	32768	31744	30720	29696	28672	27648	26624	25600	24576	23552	22528	21504	20480	19456	18432	17408	16384	15360	14336	13312	12288	11264	10240	9216	8192	7168	6144	5120	4096	3072	2048	1024	0	64512	63488	62464	61440	60416	59392	58368	57344	56320	55296	54272	53248	52224	51200	50176	49152	48128	47104	46080	45056	44032	43008	41984	40960	39936	38912	37888	36864	35840	34816	33792	32768	31744	30720	29696	28672	27648	26624	25600	24576	23552	22528	21504	20480	19456	18432	17408	16384	15360	14336	13312	12288	11264	10240	9216	8192	7168	6144	5120	4096	3072	2048	1024	0	64512	63488	62464	61440	60416	59392	58368	57344	56320	55296	54272	53248	52224	51200	50176	49152	48128	47104	46080	45056	44032	43008	41984	40960	39936	38912	37888	36864	35840	34816	33792	32768	31744	30720	29696	28672	27648	26624	25600	24576	23552	22528	21504	20480	19456	18432	17408	16384	15360	14336	13312	12288	11264	10240	9216	8192	7168	6144	5120	4096	3072	2048	1024	0	64512	63488	62464	61440	60416	59392	58368	57344	56320	55296	54272	53248	52224	51200	50176	49152	48128	47104	46080	45056	44032	43008	41984	40960	39936	38912	37888	36864	35840	34816	33792	32768	31744	30720	29696	28672	27648	26624	25600	24576	23552	22528	21504	20480	19456	18432	17408	16384	15360	14336	13312	12288	11264	10240	9216	8192	7168	6144	5120	4096	3072	2048	1024	0
1.0000	64513	63489	62465	61441	60417	59393	58369	57345	56321	55297	54273	53249	52225	51201	50177	49153	48129	47105	46081	45057	44033	43009	41985	40961	39937	38913	37889	36865	35841	34817	33793	32769	31745	30721	29697	28673	27649	26625	25601	24577	23553	22529	21505	20481	19457	18433	17409	16385	15361	14337	13313	12289	11265	10241	9217	8193	7169	6145	5121	4097	3073	2049	1025	1	64513	63489	62465	61441	60417	59393	58369	57345	56321	55297	54273	53249	52225	51201	50177	49153	48129	47105	46081	45057	44033	43009	41985	40961	39937	38913	37889	36865	35841	34817	33793	32769	31745	30721	29697	28673	27649	26625	25601	24577	23553	22529	21505	20481	19457	18433	17409	16385	15361	14337	13313	12289	11265	10241	9217	8193	7169	6145	5121	4097	3073	2049	1025	1	64513	63489	62465	61441	60417	59393	58369	57345	56321	55297	54273	53249	52225	51201	50177	49153	48129	47105	46081	45057	44033	43009	41985	40961	39937	38913	37889	36865	35841	34817	33793	32769	31745	30721	29697	28673	27649	26625	25601	24577	23553	22529	21505	20481	19457	18433	17409	16385	15361	14337	13313	12289	11265	10241	9217	8193	7169	6145	5121	4097	3073	2049	1025	1	64513	63489	62465	61441	60417	59393	58369	57345	56321	55297	54273	53249	52225	51201	50177	49153	48129	47105	46081	45057	44033	43009	41985	40961	39937	38913	37889	36865	35841	34817	33793	32769	31745	30721	29697	28673	27649	26625	25601	24577	23553	22529	21505	20481	19457	18433	17409	16385	15361	14337	13313	12289	11265	10241	9217	8193	7169	6145	5121	4097	3073	2049	1025	1
2.0000	64514	63490	62466	61442	60418	59394	58370	57346	56322	55298	54274	53250	52226	51202	50178	49154	48130	47106	46082	45058	44034	43010	41986	40962	39938	38914	37890	36866	35842	34818	33794	32770	31746	30722	29698	28674	27650	26626	25602	24578	23554	22530	21506	20482	19458	18434	17410	16386	15362	14338	13314	12290	11266	10242	9218	8194	7170	6146	5122	4098	3074	2050	1026	2	64514	63490	62466	61442	60418	59394	58370	57346	56322	55298	54274	53250	52226	51202	50178	49154	48130	47106	46082	45058	44034	43010	41986	40962	39938	38914	37890	36866	35842	34818	33794	32770	31746	30722	29698	28674	27650	26626	25602	24578	23554	22530	21506	20482	19458	18434	17410	16386	15362	14338	13314	12290	11266	10242	9218	8194	7170	6146	5122	4098	3074	2050	1026	2	64514	63490	62466	61442	60418	59394	58370	57346	56322	55298	54274	53250	52226	51202	50178	49154	48130	47106	46082	45058	44034	43010	41986	40962	39938	38914	37890	36866	35842	34818	33794	32770	31746	30722	29698	28674	27650	26626	25602	24578	23554	22530	21506	20482	19458	18434	17410	16386	15362	14338	13314	12290	11266	10242	9218	8194	7170	6146	5122	4098	3074	2050	1026	2	64514	63490	62466	61442	60418	59394	58370	57346	56322	55298	54274	53250	52226	51202	50178	49154	48130	47106	46082	45058	44034	43010	41986	40962	39938	38914	37890	36866	35842	34818	33794	32770	31746	30722	29698	28674	27650	26626	25602	24578	23554	22530	21506	20482	19458	18434	17410	16386	15362	14338	13314	12290	11266	10242	9218	8194	7170	6146	5122	4098	3074	2050	1026	2
3.0000	64515	63491	62467	61443	60419	59395	58371	57347	56323	55299	54275	53251	52227	51203	50179	49155	48131	47107	46083	45059	44035	43011	41987	40963	39939	38915	37891	36867	35843	34819	33795	32771	31747	30723	29699	28675	27651	26627	25603	24579	23555	22531	21507	20483	19459	18435	17411	16387	15363	14339	13315	12291	11267	10243	9219	8195	7171	6147	5123	4099	3075	2051	1027	3	64515	63491	62467	61443	60419	59395	58371	57347	56323	55299	54275	53251	52227	51203	50179	49155	48131	47107	46083	45059	44035	43011	41987	40963	39939	38915	37891	36867	35843	34819	33795	32771	31747	30723	29699	28675	27651	26627	25603	24579	23555	22531	21507	20483	19459	18435	17411	16387	15363	14339	13315	12291	11267	10243	9219	8195	7171	6147	5123	4099	3075	2051	1027	3	64515	63491	62467	61443	60419	59395	58371	57347	56323	55299	54275	53251	52227	51203	50179	49155	48131	47107	46083	45059	44035	43011	41987	40963	39939	38915	37891	36867	35843	34819	33795	32771	31747	30723	29699	28675	27651	26627	25603	24579	23555	22531	21507	20483	19459	18435	17411	16387	15363	14339	13315	12291	11267	10243	9219	8195	7171	6147	5123	4099	3075	2051	1027	3	64515	63491	62467	61443	60419	59395	58371	57347	56323	55299	54275	53251	52227	51203	50179	49155	48131	47107	46083	45059	44035	43011	41987	40963	39939	38915	37891	36867	35843	34819	33795	32771	31747	30723	29699	28675	27651	26627	25603	24579	23555	22531	21507	20483	19459	18435	17411	16387	15363	14339	13315	12291	11267	10243	9219	8195	7171	6147	5123	4099	3075	2051	1027	3
4.0000	64516	63492	62468	61444	60420	59396	58372	57348	56324	55300	54276	53252	52228	51204	50180	49156	48132	47108	46084	45060	44036	43012	41988	40964	39940	38916	37892	36868	35844	34820	33796	32772	31748	30724	29700	28676	27652	26628	25604	24580	23556	22532	21508	20484	19460	18436	17412	16388	15364	14340	13316	12292	11268	10244	9220	8196	7172	6148	5124	4100	3076	2052	1028	4	64516	63492	62468	61444	60420	59396	58372	57348	56324	55300	54276	53252	52228	51204	50180	49156	48132	47108	46084	45060	44036	43012	41988	40964	39940	38916	37892	36868	35844	34820	33796	32772	31748	30724	29700	28676	27652	26628	25604	24580	23556	22532	21508	20484	19460	18436	17412	16388	15364	14340	13316	12292	11268	10244	9220	8196	7172	6148	5124	4100	3076	2052	1028	4	64516	63492	62468	61444	60420	59396	58372	57348	56324	55300	54276	53252	52228	51204	50180	49156	48132	47108	46084	45060	44036	43012	41988	40964	39940	38916	37892	36868	35844	34820	33796	32772	31748	30724	29700	28676	27652	26628	25604	24580	23556	22532	21508	20484	19460	18436	17412	16388	15364	14340	13316	12292	11268	10244	9220	8196	7172	6148	5124	4100	3076	2052	1028	4	64516	63492	62468	61444	60420	59396	58372	57348	56324	55300	54276	53252	52228	51204	50180	49156	48132	47108	46084	45060	44036	43012	41988	40964	39940	38916	37892	36868	35844	34820	33796	32772	31748	30724	29700	28676	27652	26628	25604	24580	23556	22532	21508	20484	19460	18436	17412	16388	15364	14340	13316	12292	11268	10244	9220	8196	7172	6148	5124	4100	3076	2052	1028	4
5.0000	64517	63493	62469	61445	60421	59397	58373	57349	56325	55301	54277	53253	52229	51205	50181	49157	48133	47109	46085	45061	44037	43013	41989	40965	39941	38917	37893	36869	35845	34821	33797	32773	31749	30725	29701	28677	27653	26629	25605	24581	23557	22533	21509	20485	19461	18437	17413	16389	15365	14341	13317	12293	11269	10245	9221	8197	7173	6149	5125	4101	3077	2053	1029	5	64517	63493	62469	61445	60421	59397	58373	57349	56325	55301	54277	53253	52229	51205	50181	49157	48133	47109	46085	45061	44037	43013	41989	40965	39941	38917	37893	36869	35845	34821	33797	32773	31749	30725	29701	28677	27653	26629	25605	24581	23557	22533	21509	20485	19461	18437	17413	16389	15365	14341	13317	12293	11269	10245	9221	8197	7173	6149	5125	4101	3077	2053	1029	5	64517	63493	62469	61445	60421	59397	58373	57349	56325	55301	54277	53253	52229	51205	50181	49157	48133	47109	46085	45061	44037	43013	41989	40965	39941	38917	37893	36869	35845	34821	33797	32773	31749	30725	29701	28677	27653	26629	25605	24581	23557	22533	21509	20485	19461	18437	17413	16389	15365	14341	13317	12293	11269	10245	9221	8197	7173	6149	5125	4101	3077	2053	1029	5	64517	63493	62469	61445	60421	59397	58373	57349	56325	55301	54277	53253	52229	51205	50181	49157	48133	47109	46085	45061	44037	43013	41989	40965	39941	38917	37893	36869	35845	34821	33797	32773	31749	30725	29701	28677	27653	26629	25605	24581	23557	22533	21509	20485	19461	18437	17413	16389	15365	14341	13317	12293	11269	10245	9221	8197	7173	6149	5125	4101	3077	2053	1029	5
6.0000	64518	63494	62470	61446	60422	59398	58374	57350	56326	55302	54278	53254	52230	51206	50182	49158	48134	47110	46086	45062	44038	43014	41990	40966	39942	38918	37894	36870	35846	34822	33798	32774	31750	30726	29702	28678	27654	26630	25606	24582	23558	22534	21510	20486	19462	18438	17414	16390	15366	14342	13318	12294	11270	10246	9222	8198	7174	6150	5126	4102	3078	2054	1030	6	64518	63494	62470	61446	60422	59398	58374	57350	56326	55302	54278	53254	52230	51206	50182	49158	48134	47110	46086	45062	44038	43014	41990	40966	39942	38918	37894	36870	35846	34822	33798	32774	31750	30726	29702	28678	27654	26630	25606	24582	23558	22534	21510	20486	19462	18438	17414	16390	15366	14342	13318	12294	11270	10246	9222	8198	7174	6150	5126	4102	3078	2054	1030	6	64518	63494	62470	61446	60422	59398	58374	57350	56326	55302	54278	53254	52230	51206	50182	49158	48134	47110	46086	45062	44038	43014	41990	40966	39942	38918	37894	36870	35846	34822	33798	32774	31750	30726	29702	28678	27654	26630	25606	24582	23558	22534	21510	20486	19462	18438	17414	16390	15366	14342	13318	12294	11270	10246	9222	8198	7174	6150	5126	4102	3078	2054	1030	6	64518	63494	62470	61446	60422	59398	58374	57350	56326	55302	54278	53254	52230	51206	50182	49158	48134	47110	46086	45062	44038	43014	41990	40966	39942	38918	37894	36870	35846	34822	33798	32774	31750	30726	29702	28678	27654	26630	25606	24582	23558	22534	21510	20486	19462	18438	17414	16390	15366	14342	13318	12294	11270	10246	9222	8198	7174	6150	5126	4102	3078	2054	1030	6
7.0000	64519	63495	62471	61447	60423	59399	58375	57351	56327	55303	54279	53255	52231	51207	50183	49159	48135	47111	46087	45063	44039	43015	41991	40967	39943	38919	37895	36871	35847	34823	33799	32775	31751	30727	29703	28679	27655	26631	25607	24583	23559	22535	21511	20487	19463	18439	17415	16391	15367	14343	13319	12295	11271	10247	9223	8199	7175	6151	5127	4103	3079	2055	1031	7	64519	63495	62471	61447	60423	59399	58375	57351	56327	55303	54279	53255	52231	51207	50183	49159	48135	47111	46087	45063	44039	43015	41991	40967	39943	38919	37895	36871	35847	34823	33799	32775	31751	30727	29703	28679	27655	26631	25607	24583	23559	22535	21511	20487	19463	18439	17415	16391	15367	14343	13319	12295	11271	10247	9223	8199	7175	6151	5127	4103	3079	2055	1031	7	64519	63495	62471	61447	60423	59399	58375	57351	56327	55303	54279	53255	52231	51207	50183	49159	48135	47111	46087	45063	44039	43015	41991	40967	39943	38919	37895	36871	35847	34823	33799	32775	31751	30727	29703	28679	27655	26631	25607	24583	23559	22535	21511	20487	19463	18439	17415	16391	15367	14343	13319	12295	11271	10247	9223	8199	7175	6151	5127	4103	3079	2055	1031	7	64519	63495	62471	61447	60423	59399	58375	57351	56327	55303	54279	53255	52231	51207	50183	49159	48135	47111	46087	45063	44039	43015	41991	40967	39943	38919	37895	36871	35847	34823	33799	32775	31751	30727	29703	28679	27655	26631	25607	24583	23559	22535	21511	20487	19463	18439	17415	16391	15367	14343	13319	12295	11271	10247	9223	8199	7175	6151	5127	4103	3079	2055	1031	7
8.0000	64520	63496	62472	61448	60424	59400	58376	57352	56328	55304	54280	53256	52232	51208	50184	49160	48136	47112	46088	45064	44040	43016	41992	40968	39944	38920	37896	36872	35848	34824	33800	32776	31752	30728	29704	28680	27656	26632	25608	24584	23560	22536	21512	20488	19464	18440	17416	16392	15368	14344	13320	12296	11272	10248	9224	8200	7176	6152	5128	4104	3080	2056	1032	8	64520	63496	62472	61448	60424	59400	58376	57352	56328	55304	54280	53256	52232	51208	50184	49160	48136	47112	46088	45064	44040	43016	41992	40968	39944	38920	37896	36872	35848	34824	33800	32776	31752	30728	29704	28680	27656	26632	25608	24584	23560	22536	21512	20488	19464	18440	17416	16392	15368	14344	13320	12296	11272	10248	9224	8200	7176	6152	5128	4104	3080	2056	1032	8	64520	63496	62472	61448	60424	59400	58376	57352	56328	55304	54280	53256	52232	51208	50184	49160	48136	47112	46088	45064	44040	43016	41992	40968	39944	38920	37896	36872	35848	34824	33800	32776	31752	30728	29704	28680	27656	26632	25608	24584	23560	22536	21512	20488	19464	18440	17416	16392	15368	14344	13320	12296	11272	10248	9224	8200	7176	6152	5128	4104	3080	2056	1032	8	64520	63496	62472	61448	60424	59400	58376	57352	56328	55304	54280	53256	52232	51208	50184	49160	48136	47112	46088	45064	44040	43016	41992	40968	39944	38920	37896	36872	35848	34824	33800	32776	31752	30728	29704	28680	27656	26632	25608	24584	23560	22536	21512	20488	19464	18440	17416	16392	15368	14344	13320	12296	11272	10248	9224	8200	7176	6152	5128	4104	3080	2056	1032	8
9.0000	64521	63497	62473	61449	60425	59401	58377	57353	56329	55305	54281	53257	52233	51209	50185	49161	48137	47113	46089	45065	44041	43017	41993	40969	39945	38921	37897	36873	35849	34825	33801	32777	31753	30729	29705	28681	27657	26633	25609	24585	23561	22537	21513	20489	19465	18441	17417	16393	15369	14345	13321	12297	11273	10249	9225	8201	7177	6153	5129	4105	3081	2057	1033	9	64521	63497	62473	61449	60425	59401	58377	57353	56329	55305	54281	53257	52233	51209	50185	49161	48137	47113	46089	45065	44041	43017	41993	40969	39945	38921	37897	36873	35849	34825	33801	32777	31753	30729	29705	28681	27657	26633	25609	24585	23561	22537	21513	20489	19465	18441	17417	16393	15369	14345	13321	12297	11273	10249	9225	8201	7177	6153	5129	4105	3081	2057	1033	9	64521	63497	62473	61449	60425	59401	58377	57353	56329	55305	54281	53257	52233	51209	50185	49161	48137	47113	46089	45065	44041	43017	41993	40969	39945	38921	37897	36873	35849	34825	33801	32777	31753	30729	29705	28681	27657	26633	25609	24585	23561	22537	21513	20489	19465	18441	17417	16393	15369	14345	13321	12297	11273	10249	9225	8201	7177	6153	5129	4105	3081	2057	1033	9	64521	63497	62473	61449	60425	59401	58377	57353	56329	55305	54281	53257	52233	51209	50185	49161	48137	47113	46089	45065	44041	43017	41993	40969	39945	38921	37897	36873	35849	34825	33801	32777	31753	30729	29705	28681	27657	26633	25609	24585	23561	22537	21513	20489	19465	18441	17417	16393	15369	14345	13321	12297	11273	10249	9225	8201	7177	6153	5129	4105	3081	2057	1033	9
